CID,TeamID,Attributes
00,0,front
01,0,front
02,0,front
03,1,front
04,1,front
05,1,front
06,2,front
07,2,front
08,2,front
09,3,front
010,3,front
011,3,front
012,4,front
013,4,front
014,4,front
015,5,front
016,5,front
017,5,front
10,0,left
11,0
12,0
13,1
14,1
15,1
16,2
17,2,aisleleft
18,2
19,3
110,3
111,3
112,4
113,4
114,4
115,5
116,5
117,5,broken
20,6,left
21,6
22,6
23,7
24,7
25,7
26,8
27,8,aisleleft
28,8
29,9
210,9
211,9
212,10
213,10
214,10
215,11
216,11,broken
217,11,broken
30,6,left
31,6
32,6
33,7
34,7
35,7
36,8
37,8,aisleleft
38,8
39,9
310,9
311,9
312,10
313,10
314,10
315,11,broken
316,11,broken
317,11,broken
40,12,left
41,12
42,12
43,13
44,13
45,13
46,14
47,14,aisleleft
48,43
49,43
410,43
411,42
412,42
413,42
414,16,broken
415,17,broken
416,17,broken
417,17,broken
50,12,left
51,12
52,12
53,13
54,13
55,13
56,14
57,14,aisleleft
58,14
59,43
510,43
511,42
512,42
513,16,broken
514,16,broken
515,17,broken
516,17,broken
517,17,broken
60,18
61,18
62,18
63,19
64,19
65,19
66,20
67,20,aisleleft
68,20
69,21
610,21
611,21
612,22
613,22
614,22
615,23
616,23
617,23
70,18
71,18
72,18
73,19
74,19
75,19
76,20
77,20,aisleleft
78,20
79,21
710,21
711,21
712,22
713,22
714,22
715,23
716,23
717,23
80,24
81,24
82,24
83,25
84,25
85,25
86,26
87,26,aisleleft
88,26
89,27
810,27
811,27
812,28
813,28
814,28
815,29
816,29
817,29
90,24
91,24
92,24
93,25
94,25
95,25
96,26
97,26,aisleleft
98,26
99,27
910,27
911,27
912,28
913,28
914,28
915,29
916,29
917,29
100,30
101,30
102,30
103,31
104,31
105,31
106,42
107,42,aisleleft
108,43
109,43
1010,33
1011,33
1012,34
1013,34
1014,34
1015,35
1016,35
1017,35
110,30
111,30
112,30
113,31
114,31
115,31
116,42
117,42,aisleleft
118,43
119,43
1110,33
1111,33
1112,34
1113,34
1114,34
1115,35
1116,35
1117,35
120,36
121,36
122,36
123,37
124,37
125,37
126,42
127,42,aisleleft
128,43
129,43
1210,39
1211,39
1212,40
1213,40
1214,40
1215,41
1216,41
1217,41
130,36,back
131,36,back
132,36,back
133,37,back
134,37,back
135,37,back
136,38,back
137,38,back
138,38,back
139,39,back
1310,39,back
1311,39,back
1312,40,back
1313,40,back
1314,40,back
1315,41,back
1316,41,back
1317,41,back
