CID,TeamID,Attributes
00,0,front
01,0,front
02,1,front
03,1,front
04,2,front
05,2,front
06,3,front
07,3,front
08,4,front
09,4,front
010,5,front
011,5,front
012,6,front
013,6,front
014,7,front
015,7,front
016,8,front
017,8,front
10,0
11,0
12,1
13,1
14,2
15,2
16,3
17, 
18, 
19, 
110, 
111,5
112,6
113,6
114,7
115,7
116,8
117,8
20,9
21,9
22,10
23,10
24,11
25,11
26,12
27, 
28, 
29, 
210, 
211,14
212,15
213,15
214,16
215,16
216,17
217,17
30,9
31,9
32,10
33,10
34,11
35,11
36,0
37,0
38,0
39,0
310,0
311,14
312,15
313,15
314,16
315,16
316,17
317,17
40,18
41,18
42,19
43,19
44,20
45,20
46,0
47,0
48,0
49,0
410,0
411,23
412,24
413,24
414,25
415,25
416,26
417,26
50,18
51,18
52,19
53,19
54,20
55,20
56,0
57,0
58,0
59,0
510,0
511,23
512,24
513,24
514,25
515,25
516,26
517,26
60,27
61,27
62,28
63,28
64,29
65,29
66,30
67,30
68,31
69,31
610,32
611,32
612,33
613,33
614,34
615,34
616,35
617,35
70,27
71,27
72,28
73,28
74,29
75,29
76,30
77,30
78,31
79,31
710,32
711,32
712,33
713,33
714,34
715,34
716,35
717,35
80,36
81,36
82,37
83,37
84,38
85,38
86,39
87,39
88,40
89,40
810,41
811,41
812,42
813,42
814,43
815,43
816,44
817,44
90,36
91,36
92,37
93,37
94,38
95,38
96,39
97,39
98,40
99,40
910,41
911,41
912,42
913,42
914,43
915,43
916,44
917,44
100,45
101,45
102,46
103,46
104,47
105,47
106,48
107,48
108,49
109,49
1010,50
1011,50
1012,51
1013,51
1014,52
1015,52
1016,53
1017,53
110,45
111,45
112,46
113,46
114,47
115,47
116,48
117,48
118,49
119,49
1110,50
1111,50
1112,51
1113,51
1114,52
1115,52
1116,53
1117,53
120,54
121,54
122,55
123,55
124,56
125,56
126,57
127,57
128,58
129,58
1210,59
1211,59
1212,60
1213,60
1214,61
1215,61
1216,62
1217,62
130,54,back
131,54,back
132,55,back
133,55,back
134,56,back
135,56,back
136,57,back
137,57,back
138,58,back
139,58,back
1310,59,back
1311,59,back
1312,60,back
1313,60,back
1314,61,back
1315,61,back
1316,62,back
1317,62,back
