CID,TeamID,Attributes
00,46
01,46
02,46
03,46
04,46
05,46
06,46
07,46
08,46
09,46
10,2
11,2
12,2
13,2
14,2
15,3
16,3
17,3
18,3
19,3
20,4
21,4
22,4
23,4
24,4
25,5
26,5
27,5
28,5
29,5
30,6
31,6
32,6
33,6
34,6
35,7
36,7
37,7
38,7
39,7
40,8
41,8
42,8
43,8
44,8
45,9
46,9
47,9
48,9
49,9
50,10
51,10
52,10
53,10
54,10
55,11
56,11
57,11
58,11
59,11
60,12
61,12
62,12
63,12
64,12
65,13
66,13
67,13
68,13
69,13
70,14
71,14
72,14
73,14
74,14
75,15
76,15
77,15
78,15
79,15
80,16
81,16
82,16
83,16
84,16
85,17
86,17
87,17
88,17
89,17
90,18
91,18
92,18
93,18
94,18
95,19
96,19
97,19
98,19
99,19
100,20
101,20
102,20
103,20
104,20
105,21
106,21
107,21
108,21
109,21
110,22
111,22
112,22
113,22
114,22
115,23
116,23
117,23
118,23
119,23
120,24
121,24
122,24
123,24
124,24
125,25
126,25
127,25
128,25
129,25
130,26
131,26
132,26
133,26
134,26
135,27
136,27
137,27
138,27
139,27
140,28
141,28
142,28
143,28
144,28
145,29
146,29
147,29
148,29
149,29
150,30
151,30
152,30
153,30
154,30
155,31
156,31
157,31
158,31
159,31
160,32
161,32
162,32
163,32
164,32
165,33
166,33
167,33
168,33
169,33
170,34
171,34
172,34
173,34
174,34
175,35
176,35
177,35
178,35
179,35
180,36
181,36
182,36
183,36
184,36
185,37
186,37
187,37
188,37
189,37
190,38
191,38
192,38
193,38
194,38
195,39
196,39
197,39
198,39
199,39
200,40
201,40
202,40
203,40
204,40
205,41
206,41
207,41
208,41
209,41
210,42
211,42
212,42
213,42
214,42
215,43
216,43
217,43
218,43
219,43
220,44
221,44
222,44
223,44
224,44
225,45
226,45
227,45
228,45
229,45
