PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
933787,1,False,1,00,0,NULL,
908073,59,True,4,01,0,NULL,
566362,34,False,1,02,0,NULL,
823262,56,False,3,03,0,0 of 1,b
297147,11,False,3,04,1,NULL,
271294,6,False,4,05,1,0 of 1,a
461173,41,False,1,06,1,0 of 2,l;a
185218,7,False,4,07,1,0 of 1,b
510702,13,False,1,08,2,0 of 2,b;f
128983,40,False,4,09,2,0 of 1,f
103031,66,False,3,10,2,0 of 1,l
585536,74,False,2,11,2,0 of 1,l
195948,73,False,3,12,3,NULL,
346099,85,False,4,13,3,0 of 2,a;f
585475,84,False,2,14,3,0 of 1,b
670809,28,False,3,15,3,0 of 1,f
231194,52,False,4,16,4,NULL,
672395,39,False,3,17,4,NULL,
3490,76,False,4,18,4,NULL,
535646,70,False,3,19,4,NULL,
601261,10,False,2,20,5,0 of 1,a
911352,63,False,1,21,5,NULL,
563182,36,True,3,22,5,0 of 2,b;l
9039,97,False,2,23,5,0 of 2,a;f
58780,89,False,3,24,6,0 of 1,l
163980,38,False,2,25,6,0 of 1,b
977090,2,False,4,26,6,0 of 1,b
576870,22,False,1,27,6,NULL,
123172,18,False,4,28,7,0 of 2,f;l
783928,20,False,1,29,7,NULL,
639930,88,False,4,30,7,0 of 2,l;b
417485,71,True,1,31,7,NULL,
201733,57,False,2,32,8,0 of 1,a
356372,33,False,2,33,8,0 of 1,b
643093,91,False,3,34,8,NULL,
394849,62,False,4,35,8,0 of 1,f
997534,14,False,4,36,9,0 of 2,l;a
405731,46,False,2,37,9,0 of 1,l
2828,27,False,3,38,9,NULL,
121833,98,False,2,39,9,NULL,
912314,94,False,3,40,10,0 of 1,f
974756,42,True,1,41,10,NULL,
928694,61,True,2,42,10,0 of 2,a;b
744050,31,False,4,43,10,0 of 1,a
591957,55,False,1,44,11,0 of 1,f
591319,3,False,1,45,11,0 of 2,l;a
755956,86,False,1,46,11,NULL,
596054,26,False,2,47,11,NULL,
828141,82,False,1,48,12,0 of 1,b
182304,9,False,2,49,12,NULL,
361563,44,False,3,50,12,NULL,
943019,90,False,2,51,12,NULL,
50382,65,False,2,52,13,0 of 2,b;a
665614,96,True,1,53,13,0 of 1,f
839507,45,True,4,54,13,NULL,
127620,95,False,1,55,13,0 of 1,b
832879,81,False,2,56,14,NULL,
257213,15,False,2,57,14,0 of 1,l
126101,92,False,1,58,14,0 of 2,l;f
349578,53,True,2,59,14,0 of 1,a
815802,48,False,2,60,15,NULL,
633699,37,False,1,61,15,0 of 2,l;b
25775,83,False,1,62,15,NULL,
75190,51,False,4,63,15,0 of 2,f;l
99099,12,False,4,64,16,0 of 1,b
411368,99,False,2,65,16,0 of 1,l
307986,25,False,2,66,16,0 of 1,a
709445,4,False,1,67,16,NULL,
858687,17,False,2,68,17,NULL,
315584,58,False,4,69,17,0 of 1,f
865578,64,True,1,70,17,0 of 2,a;b
271466,80,False,4,71,17,0 of 2,f;b
426055,43,False,1,72,18,0 of 1,b
804130,29,False,3,73,18,NULL,
791319,32,False,1,74,18,0 of 2,b;l
923574,5,False,3,75,18,NULL,
18221,16,False,4,76,19,0 of 1,a
750491,0,True,4,77,19,0 of 1,l
879928,47,False,4,78,19,0 of 2,l;a
32874,24,False,2,79,19,NULL,
241843,72,True,1,80,20,0 of 1,a
657034,75,False,2,81,20,0 of 2,l;f
880390,35,False,4,82,20,0 of 1,l
807515,30,False,2,83,20,NULL,
945112,79,False,3,84,21,0 of 1,b
128968,87,False,3,85,21,0 of 2,a;l
174099,67,False,1,86,21,NULL,
993712,21,False,1,87,21,NULL,
783718,93,False,4,88,22,NULL,
288604,77,False,4,89,22,NULL,
493552,54,True,3,90,22,0 of 1,l
371301,69,False,2,91,22,0 of 2,b;a
813616,60,False,4,92,23,0 of 1,f
634820,19,False,2,93,23,0 of 1,l
632436,49,False,3,94,23,0 of 2,a;b
600789,8,False,3,95,23,NULL,
972993,78,False,1,96,24,NULL,
177749,50,False,3,97,24,NULL,
207612,23,False,3,98,24,NULL,
130336,68,False,4,99,24,0 of 1,b
