PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
755956,86,False,1,00,0,NULL,
879928,47,False,4,01,0,0 of 2,l;a
828141,82,False,1,02,0,0 of 1,b
804130,29,False,3,03,0,NULL,
585536,74,False,2,04,1,0 of 1,l
50382,65,False,2,05,1,0 of 2,b;a
18221,16,False,4,06,1,0 of 1,a
639930,88,False,4,07,1,0 of 2,l;b
417485,71,True,1,08,2,NULL,
912314,94,False,3,09,2,0 of 1,f
288604,77,False,4,10,2,NULL,
371301,69,False,2,11,2,0 of 2,b;a
839507,45,True,4,12,3,NULL,
600789,8,False,3,13,3,NULL,
163980,38,False,2,14,3,0 of 1,b
394849,62,False,4,15,3,0 of 1,f
461173,41,False,1,16,4,0 of 2,l;a
99099,12,False,4,17,4,0 of 1,b
32874,24,False,2,18,4,NULL,
744050,31,False,4,19,4,0 of 1,a
928694,61,True,2,20,5,0 of 2,a;b
634820,19,False,2,21,5,0 of 1,l
665614,96,True,1,22,5,0 of 1,f
591957,55,False,1,23,5,0 of 1,f
356372,33,False,2,24,6,0 of 1,b
315584,58,False,4,25,6,0 of 1,f
297147,11,False,3,26,6,NULL,
271294,6,False,4,27,6,0 of 1,a
177749,50,False,3,28,7,NULL,
783718,93,False,4,29,7,NULL,
832879,81,False,2,30,7,NULL,
633699,37,False,1,31,7,0 of 2,l;b
426055,43,False,1,32,8,0 of 1,b
670809,28,False,3,33,8,0 of 1,f
943019,90,False,2,34,8,NULL,
923574,5,False,3,35,8,NULL,
911352,63,False,1,36,9,NULL,
566362,34,False,1,37,9,NULL,
231194,52,False,4,38,9,NULL,
807515,30,False,2,39,9,NULL,
195948,73,False,3,40,10,NULL,
858687,17,False,2,41,10,NULL,
672395,39,False,3,42,10,NULL,
123172,18,False,4,43,10,0 of 2,f;l
993712,21,False,1,44,11,NULL,
823262,56,False,3,45,11,0 of 1,b
493552,54,True,3,46,11,0 of 1,l
813616,60,False,4,47,11,0 of 1,f
815802,48,False,2,48,12,NULL,
121833,98,False,2,49,12,NULL,
791319,32,False,1,50,12,0 of 2,b;l
709445,4,False,1,51,12,NULL,
182304,9,False,2,52,13,NULL,
25775,83,False,1,53,13,NULL,
643093,91,False,3,54,13,NULL,
632436,49,False,3,55,13,0 of 2,a;b
510702,13,False,1,56,14,0 of 2,b;f
411368,99,False,2,57,14,0 of 1,l
346099,85,False,4,58,14,0 of 2,a;f
307986,25,False,2,59,14,0 of 1,a
201733,57,False,2,60,15,0 of 1,a
128968,87,False,3,61,15,0 of 2,a;l
207612,23,False,3,62,15,NULL,
563182,36,True,3,63,15,0 of 2,b;l
591319,3,False,1,64,16,0 of 2,l;a
128983,40,False,4,65,16,0 of 1,f
601261,10,False,2,66,16,0 of 1,a
75190,51,False,4,67,16,0 of 2,f;l
977090,2,False,4,68,17,0 of 1,b
349578,53,True,2,69,17,0 of 1,a
58780,89,False,3,70,17,0 of 1,l
130336,68,False,4,71,17,0 of 1,b
257213,15,False,2,72,18,0 of 1,l
2828,27,False,3,73,18,NULL,
271466,80,False,4,74,18,0 of 2,f;b
535646,70,False,3,75,18,NULL,
750491,0,True,4,76,19,0 of 1,l
9039,97,False,2,77,19,0 of 2,a;f
127620,95,False,1,78,19,0 of 1,b
865578,64,True,1,79,19,0 of 2,a;b
585475,84,False,2,80,20,0 of 1,b
185218,7,False,4,81,20,0 of 1,b
361563,44,False,3,82,20,NULL,
103031,66,False,3,83,20,0 of 1,l
576870,22,False,1,84,21,NULL,
945112,79,False,3,85,21,0 of 1,b
596054,26,False,2,86,21,NULL,
405731,46,False,2,87,21,0 of 1,l
972993,78,False,1,88,22,NULL,
974756,42,True,1,89,22,NULL,
241843,72,True,1,90,22,0 of 1,a
997534,14,False,4,91,22,0 of 2,l;a
908073,59,True,4,92,23,NULL,
933787,1,False,1,93,23,NULL,
126101,92,False,1,94,23,0 of 2,l;f
657034,75,False,2,95,23,0 of 2,l;f
783928,20,False,1,96,24,NULL,
880390,35,False,4,97,24,0 of 1,l
3490,76,False,4,98,24,NULL,
174099,67,False,1,99,24,NULL,
