PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
313291,0,False,2,00,0,NULL,
661462,21,False,1,01,0,NULL,
561912,66,False,4,02,0,0 of 1,a
110569,6,False,2,03,0,NULL,
550267,67,False,2,04,1,0 of 2,f;l
370045,89,False,3,05,1,0 of 1,a
315166,25,False,2,06,1,0 of 2,f;l
346669,91,False,2,07,1,0 of 1,a
596513,35,False,2,08,2,0 of 2,a;f
281699,33,False,4,09,2,0 of 1,l
917867,79,False,4,10,2,0 of 1,a
458861,94,False,4,11,2,0 of 2,l;f
737511,90,False,3,12,3,0 of 1,l
259756,40,False,2,13,3,0 of 2,f;a
847476,56,False,3,14,3,0 of 1,a
473254,59,False,4,15,3,NULL,
220873,5,True,4,16,4,0 of 1,a
372111,61,False,1,17,4,0 of 1,a
285115,13,False,3,18,4,0 of 1,l
113174,62,False,3,19,4,0 of 2,l;b
967291,88,False,3,20,5,0 of 2,f;l
11133,49,False,1,21,5,0 of 2,l;f
842068,69,False,3,22,5,NULL,
913784,4,False,3,23,5,0 of 1,l
225211,2,False,2,24,6,0 of 1,f
519988,38,False,4,25,6,0 of 1,f
469732,99,True,4,26,6,0 of 1,l
749686,12,False,1,27,6,NULL,
797762,9,False,3,28,7,0 of 1,l
101541,36,False,3,29,7,0 of 1,l
897626,45,False,1,30,7,0 of 1,f
175034,20,False,1,31,7,0 of 1,f
103939,22,False,4,32,8,NULL,
789649,18,False,1,33,8,0 of 2,a;f
441064,80,True,2,34,8,NULL,
138155,48,False,3,35,8,0 of 1,f
621136,58,False,1,36,9,0 of 1,l
888311,72,False,1,37,9,0 of 2,a;b
379529,92,False,1,38,9,0 of 1,l
423124,41,False,3,39,9,NULL,
410664,73,False,4,40,10,NULL,
278491,95,False,2,41,10,0 of 1,b
616520,44,False,1,42,10,NULL,
510166,68,False,2,43,10,0 of 1,b
724922,64,False,4,44,11,0 of 2,b;f
84213,97,False,2,45,11,0 of 2,l;f
669506,32,False,2,46,11,0 of 1,b
757213,14,False,2,47,11,0 of 2,b;l
828700,65,False,4,48,12,0 of 1,f
264427,93,False,4,49,12,0 of 1,f
201194,16,False,2,50,12,0 of 1,l
41122,1,False,2,51,12,0 of 1,f
566842,46,False,3,52,13,0 of 2,l;a
276710,54,False,3,53,13,0 of 1,l
138130,19,False,2,54,13,0 of 1,b
613882,84,False,2,55,13,0 of 1,b
575601,42,False,1,56,14,NULL,
912662,98,False,1,57,14,0 of 1,f
944952,31,False,2,58,14,0 of 2,a;l
116034,3,False,1,59,14,0 of 2,f;a
550816,37,False,2,60,15,NULL,
286463,81,False,4,61,15,NULL,
542118,87,True,2,62,15,NULL,
190188,76,False,3,63,15,0 of 1,f
368335,29,False,3,64,16,0 of 1,l
386832,27,False,3,65,16,0 of 2,b;l
224213,82,False,3,66,16,0 of 2,f;a
128209,57,False,1,67,16,0 of 1,b
428013,74,True,3,68,17,0 of 2,f;l
546068,24,False,3,69,17,0 of 1,a
300895,60,False,1,70,17,NULL,
929345,71,False,3,71,17,NULL,
199754,63,False,4,72,18,0 of 1,a
107816,26,False,4,73,18,0 of 2,a;f
256622,55,False,4,74,18,0 of 2,l;a
127088,96,False,4,75,18,0 of 2,f;b
324079,15,False,3,76,19,0 of 2,l;a
721782,7,False,2,77,19,0 of 2,f;a
255582,70,False,4,78,19,0 of 1,b
763523,50,False,2,79,19,NULL,
353717,52,False,2,80,20,0 of 1,f
308482,78,False,3,81,20,0 of 1,b
792490,23,False,1,82,20,0 of 1,a
338868,53,False,2,83,20,0 of 1,l
347660,86,False,3,84,21,0 of 1,a
643005,30,False,2,85,21,0 of 1,a
271476,83,False,3,86,21,0 of 1,l
598348,8,False,3,87,21,0 of 1,b
206405,39,False,2,88,22,NULL,
819954,77,False,1,89,22,0 of 2,l;a
65418,75,False,1,90,22,0 of 2,b;l
500968,34,False,3,91,22,0 of 2,b;l
613286,28,False,4,92,23,0 of 1,a
704861,43,True,3,93,23,NULL,
724790,47,False,2,94,23,0 of 2,l;a
721972,10,False,4,95,23,0 of 1,l
143197,85,False,3,96,24,0 of 1,a
18675,17,False,3,97,24,0 of 2,a;f
453877,11,True,1,98,24,0 of 1,l
216142,51,False,4,99,24,0 of 1,l
