PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
639930,88,False,4,00,0,0 of 2,l;b
75190,51,False,4,01,0,0 of 2,f;l
207612,23,False,3,02,0,NULL,
123172,18,False,4,03,0,0 of 2,f;l
126101,92,False,1,04,1,0 of 2,l;f
2828,27,False,3,05,1,NULL,
879928,47,False,4,06,1,0 of 2,l;a
972993,78,False,1,07,1,NULL,
596054,26,False,2,08,2,NULL,
99099,12,False,4,09,2,0 of 1,b
933787,1,False,1,10,2,NULL,
288604,77,False,4,11,2,NULL,
591319,3,False,1,12,3,0 of 2,l;a
791319,32,False,1,13,3,0 of 2,b;l
591957,55,False,1,14,3,0 of 1,f
858687,17,False,2,15,3,NULL,
163980,38,False,2,16,4,0 of 1,b
672395,39,False,3,17,4,NULL,
257213,15,False,2,18,4,0 of 1,l
928694,61,True,2,19,4,0 of 2,a;b
9039,97,False,2,20,5,0 of 2,a;f
58780,89,False,3,21,5,0 of 1,l
177749,50,False,3,22,5,NULL,
880390,35,False,4,23,5,0 of 1,l
271466,80,False,4,24,6,0 of 2,f;b
563182,36,True,3,25,6,0 of 2,b;l
632436,49,False,3,26,6,0 of 2,a;b
585475,84,False,2,27,6,0 of 1,b
601261,10,False,2,28,7,0 of 1,a
977090,2,False,4,29,7,0 of 1,b
600789,8,False,3,30,7,NULL,
804130,29,False,3,31,7,NULL,
832879,81,False,2,32,8,NULL,
566362,34,False,1,33,8,NULL,
174099,67,False,1,34,8,NULL,
461173,41,False,1,35,8,0 of 2,l;a
807515,30,False,2,36,9,NULL,
356372,33,False,2,37,9,0 of 1,b
130336,68,False,4,38,9,0 of 1,b
361563,44,False,3,39,9,NULL,
128983,40,False,4,40,10,0 of 1,f
349578,53,True,2,41,10,0 of 1,a
185218,7,False,4,42,10,0 of 1,b
3490,76,False,4,43,10,NULL,
297147,11,False,3,44,11,NULL,
510702,13,False,1,45,11,0 of 2,b;f
493552,54,True,3,46,11,0 of 1,l
839507,45,True,4,47,11,NULL,
346099,85,False,4,48,12,0 of 2,a;f
828141,82,False,1,49,12,0 of 1,b
634820,19,False,2,50,12,0 of 1,l
315584,58,False,4,51,12,0 of 1,f
657034,75,False,2,52,13,0 of 2,l;f
783718,93,False,4,53,13,NULL,
993712,21,False,1,54,13,NULL,
201733,57,False,2,55,13,0 of 1,a
18221,16,False,4,56,14,0 of 1,a
923574,5,False,3,57,14,NULL,
127620,95,False,1,58,14,0 of 1,b
908073,59,True,4,59,14,NULL,
271294,6,False,4,60,15,0 of 1,a
32874,24,False,2,61,15,NULL,
103031,66,False,3,62,15,0 of 1,l
585536,74,False,2,63,15,0 of 1,l
535646,70,False,3,64,16,NULL,
815802,48,False,2,65,16,NULL,
231194,52,False,4,66,16,NULL,
633699,37,False,1,67,16,0 of 2,l;b
182304,9,False,2,68,17,NULL,
307986,25,False,2,69,17,0 of 1,a
823262,56,False,3,70,17,0 of 1,b
417485,71,True,1,71,17,NULL,
911352,63,False,1,72,18,NULL,
813616,60,False,4,73,18,0 of 1,f
576870,22,False,1,74,18,NULL,
670809,28,False,3,75,18,0 of 1,f
943019,90,False,2,76,19,NULL,
371301,69,False,2,77,19,0 of 2,b;a
241843,72,True,1,78,19,0 of 1,a
195948,73,False,3,79,19,NULL,
974756,42,True,1,80,20,NULL,
945112,79,False,3,81,20,0 of 1,b
643093,91,False,3,82,20,NULL,
750491,0,True,4,83,20,0 of 1,l
25775,83,False,1,84,21,NULL,
405731,46,False,2,85,21,0 of 1,l
744050,31,False,4,86,21,0 of 1,a
783928,20,False,1,87,21,NULL,
128968,87,False,3,88,22,0 of 2,a;l
121833,98,False,2,89,22,NULL,
411368,99,False,2,90,22,0 of 1,l
665614,96,True,1,91,22,0 of 1,f
912314,94,False,3,92,23,0 of 1,f
50382,65,False,2,93,23,0 of 2,b;a
755956,86,False,1,94,23,NULL,
865578,64,True,1,95,23,0 of 2,a;b
426055,43,False,1,96,24,0 of 1,b
997534,14,False,4,97,24,0 of 2,l;a
394849,62,False,4,98,24,0 of 1,f
709445,4,False,1,99,24,NULL,
