PID,StudentName,CID,TeamID
127620,95,00,0
195948,73,01,0
307986,25,02,0
207612,23,03,0
783928,20,04,1
804130,29,05,1
426055,43,06,1
634820,19,07,1
601261,10,08,2
315584,58,09,2
670809,28,10,2
865578,64,11,2
791319,32,12,3
32874,24,13,3
807515,30,14,3
912314,94,15,3
257213,15,16,4
535646,70,17,4
123172,18,18,4
839507,45,19,4
346099,85,20,5
911352,63,21,5
755956,86,22,5
672395,39,23,5
356372,33,24,6
585475,84,25,6
750491,0,26,6
493552,54,27,6
177749,50,28,7
823262,56,29,7
185218,7,30,7
563182,36,31,7
928694,61,32,8
163980,38,33,8
783718,93,34,8
815802,48,35,8
25775,83,36,9
99099,12,37,9
879928,47,38,9
9039,97,39,9
591957,55,40,10
241843,72,41,10
297147,11,42,10
461173,41,43,10
510702,13,44,11
405731,46,45,11
632436,49,46,11
813616,60,47,11
50382,65,48,12
128968,87,49,12
643093,91,50,12
18221,16,51,12
411368,99,52,13
371301,69,53,13
923574,5,54,13
128983,40,55,13
977090,2,56,14
576870,22,57,14
639930,88,58,14
600789,8,59,14
394849,62,60,15
271294,6,61,15
182304,9,62,15
972993,78,63,15
349578,53,64,16
945112,79,65,16
126101,92,66,16
271466,80,67,16
880390,35,68,17
103031,66,69,17
231194,52,70,17
174099,67,71,17
709445,4,72,18
993712,21,73,18
633699,37,74,18
828141,82,75,18
591319,3,76,19
201733,57,77,19
75190,51,78,19
657034,75,79,19
288604,77,80,20
121833,98,81,20
130336,68,82,20
58780,89,83,20
585536,74,84,21
361563,44,85,21
933787,1,86,21
744050,31,87,21
566362,34,88,22
417485,71,89,22
943019,90,90,22
974756,42,91,22
665614,96,92,23
3490,76,93,23
596054,26,94,23
908073,59,95,23
832879,81,96,24
997534,14,97,24
858687,17,98,24
2828,27,99,24
