PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
pid157,student157,FALSE,0,O1,1,1 of 1,
pid156,student156,FALSE,0,O3,1,NULL,
pid50,student50,FALSE,0,O2,1,NULL,
pid119,student119,FALSE,0,O4,2,1 of 1,
pid194,student194,FALSE,0,O6,2,NULL,
pid213,student213,FALSE,0,O5,2,NULL,
pid86,student86,FALSE,0,N3,3,NULL,
pid11,student11,FALSE,0,N1,3,NULL,
pid148,student148,FALSE,0,N2,3,NULL,
pid122,student122,FALSE,0,N5,4,NULL,
pid66,student66,FALSE,0,N6,4,NULL,
pid242,student242,FALSE,0,N4,4,NULL,
pid222,student222,FALSE,0,N7,5,NULL,
pid21,student21,FALSE,0,N8,5,NULL,
pid239,student239,FALSE,0,N9,6,NULL,
pid197,student197,FALSE,0,N10,6,NULL,
pid159,student159,FALSE,0,N11,6,NULL,
pid223,student223,FALSE,0,N13,7,NULL,
pid93,student93,FALSE,0,N12,7,NULL,
pid61,student61,FALSE,0,N14,7,NULL,
pid230,student230,FALSE,0,N15,8,NULL,
pid9,student9,FALSE,0,N16,8,NULL,
pid16,student16,FALSE,0,N17,8,NULL,
pid85,student85,FALSE,0,M2,9,NULL,
pid218,student218,FALSE,0,M3,9,NULL,
pid79,student79,FALSE,0,M1,9,NULL,
pid155,student155,FALSE,0,M4,10,NULL,
pid146,student146,FALSE,0,M5,10,NULL,
pid22,student22,FALSE,0,M6,10,NULL,
pid43,student43,FALSE,0,M9,11,NULL,
pid149,student149,FALSE,0,M8,11,NULL,
pid191,student191,FALSE,0,M7,11,NULL,
pid55,student55,FALSE,0,M11,12,NULL,
pid162,student162,FALSE,0,M10,12,NULL,
pid169,student169,FALSE,0,M12,12,NULL,
pid95,student95,FALSE,0,M13,13,NULL,
pid193,student193,FALSE,0,M14,13,NULL,
pid8,student8,FALSE,0,M15,13,NULL,
pid202,student202,FALSE,0,M17,14,1 of 1,
pid63,student63,FALSE,0,M16,14,NULL,
pid164,student164,FALSE,0,L3,15,NULL,
pid81,student81,FALSE,0,L2,15,NULL,
pid126,student126,FALSE,0,L1,15,NULL,
pid180,student180,FALSE,0,L5,16,NULL,
pid84,student84,FALSE,0,L4,16,NULL,
pid42,student42,FALSE,0,L6,16,NULL,
pid48,student48,FALSE,0,L7,17,NULL,
pid199,student199,FALSE,0,L9,17,NULL,
pid171,student171,FALSE,0,L8,17,NULL,
pid243,student243,FALSE,0,L11,18,NULL,
pid67,student67,FALSE,0,L13,18,NULL,
pid57,student57,FALSE,0,L10,18,NULL,
pid183,student183,FALSE,0,L12,18,NULL,
pid115,student115,FALSE,0,L14,19,NULL,
pid72,student72,FALSE,0,L16,19,NULL,
pid235,student235,FALSE,0,L15,19,NULL,
pid135,student135,FALSE,0,L17,20,NULL,
pid139,student139,FALSE,0,L19,20,NULL,
pid132,student132,FALSE,0,L18,20,NULL,
pid181,student181,FALSE,0,K2,21,NULL,
pid112,student112,FALSE,0,K3,21,NULL,
pid41,student41,FALSE,0,K1,21,NULL,
pid15,student15,FALSE,0,K6,22,NULL,
pid110,student110,FALSE,0,K7,22,NULL,
pid231,student231,FALSE,0,K5,22,NULL,
pid45,student45,FALSE,0,K4,22,NULL,
pid82,student82,FALSE,0,K10,23,NULL,
pid176,student176,FALSE,0,K8,23,NULL,
pid59,student59,FALSE,0,K9,23,NULL,
pid145,student145,FALSE,0,K12,24,NULL,
pid178,student178,FALSE,0,K13,24,NULL,
pid227,student227,FALSE,0,K11,24,NULL,
pid143,student143,FALSE,0,K16,25,NULL,
pid127,student127,FALSE,0,K14,25,NULL,
pid208,student208,FALSE,0,K15,25,NULL,
pid153,student153,FALSE,0,K17,26,NULL,
pid62,student62,FALSE,0,K19,26,NULL,
pid195,student195,FALSE,0,K18,26,NULL,
pid70,student70,FALSE,0,J2,27,NULL,
pid152,student152,FALSE,0,J3,27,NULL,
pid136,student136,FALSE,0,J1,27,NULL,
pid187,student187,FALSE,0,J4,28,NULL,
pid228,student228,FALSE,0,J6,28,NULL,
pid13,student13,FALSE,0,J5,28,NULL,
pid168,student168,FALSE,0,J8,29,NULL,
pid49,student49,FALSE,0,J9,29,NULL,
pid167,student167,FALSE,0,J7,29,NULL,
pid216,student216,FALSE,0,J12,30,NULL,
pid214,student214,FALSE,0,J11,30,NULL,
pid96,student96,FALSE,0,J10,30,NULL,
pid38,student38,FALSE,0,J14,31,NULL,
pid141,student141,FALSE,0,J15,31,NULL,
pid53,student53,FALSE,0,J13,31,NULL,
pid166,student166,FALSE,0,J16,31,NULL,
pid31,student31,FALSE,0,J19,32,1 of 1,
pid94,student94,FALSE,0,J18,32,NULL,
pid29,student29,FALSE,0,J17,32,NULL,
pid177,student177,FALSE,0,H4,33,NULL,
pid26,student26,FALSE,0,H3,33,NULL,
pid76,student76,FALSE,0,H1,33,NULL,
pid77,student77,FALSE,0,H2,33,NULL,
pid124,student124,FALSE,0,H7,34,NULL,
pid40,student40,FALSE,0,H6,34,NULL,
pid189,student189,FALSE,0,H5,34,NULL,
pid12,student12,FALSE,0,H9,35,NULL,
pid75,student75,FALSE,0,H10,35,NULL,
pid54,student54,FALSE,0,H8,35,NULL,
pid173,student173,FALSE,0,H11,36,NULL,
pid58,student58,FALSE,0,H12,36,NULL,
pid102,student102,FALSE,0,H13,36,NULL,
pid71,student71,FALSE,0,H14,37,NULL,
pid90,student90,FALSE,0,H16,37,NULL,
pid207,student207,FALSE,0,H15,37,NULL,
pid221,student221,FALSE,0,H19,38,1 of 1,
pid206,student206,FALSE,0,H17,38,NULL,
pid39,student39,FALSE,0,H18,38,NULL,
pid116,student116,FALSE,0,G3,39,NULL,
pid68,student68,FALSE,0,G2,39,NULL,
pid101,student101,FALSE,0,G1,39,NULL,
pid27,student27,FALSE,0,G6,40,NULL,
pid240,student240,FALSE,0,G4,40,NULL,
pid78,student78,FALSE,0,G5,40,NULL,
pid128,student128,FALSE,0,G7,41,NULL,
pid25,student25,FALSE,0,G8,41,NULL,
pid6,student6,FALSE,0,G9,41,NULL,
pid89,student89,FALSE,0,G12,42,NULL,
pid186,student186,FALSE,0,G10,42,NULL,
pid98,student98,FALSE,0,G11,42,NULL,
pid100,student100,FALSE,0,G13,43,NULL,
pid217,student217,FALSE,0,G15,43,NULL,
pid212,student212,FALSE,0,G14,43,NULL,
pid233,student233,FALSE,0,G17,44,1 of 1,
pid18,student18,FALSE,0,G16,44,NULL,
pid52,student52,FALSE,0,F3,45,NULL,
pid201,student201,FALSE,0,F2,45,NULL,
pid65,student65,FALSE,0,F1,45,NULL,
pid123,student123,FALSE,0,F6,46,NULL,
pid172,student172,FALSE,0,F4,46,NULL,
pid120,student120,FALSE,0,F5,46,NULL,
pid210,student210,FALSE,0,F7,47,NULL,
pid140,student140,FALSE,0,F8,47,NULL,
pid114,student114,FALSE,0,F9,47,NULL,
pid51,student51,FALSE,0,F11,48,NULL,
pid142,student142,FALSE,0,F10,48,NULL,
pid4,student4,FALSE,0,F13,49,NULL,
pid32,student32,FALSE,0,F14,49,NULL,
pid30,student30,FALSE,0,F12,49,NULL,
pid211,student211,FALSE,0,F17,50,NULL,
pid47,student47,FALSE,0,F15,50,NULL,
pid229,student229,FALSE,0,F16,50,NULL,
pid109,student109,FALSE,0,E3,51,NULL,
pid23,student23,FALSE,0,E2,51,NULL,
pid179,student179,FALSE,0,E1,51,NULL,
pid174,student174,FALSE,0,E4,52,NULL,
pid19,student19,FALSE,0,E6,52,NULL,
pid185,student185,FALSE,0,E5,52,NULL,
pid131,student131,FALSE,0,E7,53,NULL,
pid236,student236,FALSE,0,E9,53,NULL,
pid234,student234,FALSE,0,E8,53,NULL,
pid1,student1,FALSE,0,E12,54,NULL,
pid121,student121,FALSE,0,E10,54,NULL,
pid103,student103,FALSE,0,E11,54,NULL,
pid151,student151,FALSE,0,E13,54,NULL,
pid125,student125,FALSE,0,E15,55,NULL,
pid99,student99,FALSE,0,E16,55,NULL,
pid220,student220,FALSE,0,E14,55,NULL,
pid106,student106,FALSE,0,E17,56,NULL,
pid161,student161,FALSE,0,E18,56,NULL,
pid188,student188,FALSE,0,E19,56,NULL,
pid232,student232,FALSE,0,D3,57,0.5714285714285714 of 1,
pid219,student219,FALSE,0,D1,57,0.5714285714285714 of 1,
pid184,student184,FALSE,0,D2,57,NULL,
pid88,student88,FALSE,0,D5,58,0.5714285714285714 of 1,
pid24,student24,FALSE,0,D4,58,0.5714285714285714 of 1,
pid203,student203,FALSE,0,D6,58,0.5714285714285714 of 1,
pid105,student105,FALSE,0,D8,59,0.5714285714285714 of 1,
pid175,student175,FALSE,0,D7,59,0.5714285714285714 of 1,
pid36,student36,FALSE,0,D10,60,0.5714285714285714 of 1,
pid192,student192,FALSE,0,D9,60,NULL,
pid134,student134,FALSE,0,D11,60,NULL,
pid215,student215,FALSE,0,D12,61,0.5714285714285714 of 1,
pid170,student170,FALSE,0,D14,61,NULL,
pid130,student130,FALSE,0,D13,61,NULL,
pid198,student198,FALSE,0,D17,62,0.5714285714285714 of 1,
pid118,student118,FALSE,0,D15,62,0.5714285714285714 of 1,
pid205,student205,FALSE,0,D16,62,NULL,
pid60,student60,FALSE,0,D19,63,0.5714285714285714 of 1,
pid111,student111,FALSE,0,D18,63,NULL,
pid160,student160,FALSE,0,C3,64,0.7142857142857143 of 1,
pid113,student113,FALSE,0,C2,64,0.7142857142857143 of 1,
pid2,student2,FALSE,0,C1,64,0.7142857142857143 of 1,
pid10,student10,FALSE,0,C5,65,0.7142857142857143 of 1,
pid83,student83,FALSE,0,C4,65,0.7142857142857143 of 1,
pid14,student14,FALSE,0,C8,66,0.7142857142857143 of 1,
pid241,student241,FALSE,0,C7,66,0.7142857142857143 of 1,
pid69,student69,FALSE,0,C6,66,0.7142857142857143 of 1,
pid137,student137,FALSE,0,C10,67,0.7142857142857143 of 1,
pid104,student104,FALSE,0,C9,67,0.7142857142857143 of 1,
pid129,student129,FALSE,0,C11,67,0.7142857142857143 of 1,
pid165,student165,FALSE,0,C13,68,0.7142857142857143 of 1,
pid73,student73,FALSE,0,C14,68,0.7142857142857143 of 1,
pid163,student163,FALSE,0,C12,68,0.7142857142857143 of 1,
pid144,student144,FALSE,0,C17,69,0.7142857142857143 of 1,
pid147,student147,FALSE,0,C15,69,0.7142857142857143 of 1,
pid209,student209,FALSE,0,C16,69,0.7142857142857143 of 1,
pid64,student64,FALSE,0,C19,70,0.7142857142857143 of 1,
pid80,student80,FALSE,0,C18,70,0.7142857142857143 of 1,
pid20,student20,FALSE,0,B1,71,0.8571428571428571 of 1,
pid238,student238,FALSE,0,B2,71,0.8571428571428571 of 1,
pid226,student226,FALSE,0,B3,71,0.8571428571428571 of 1,
pid97,student97,FALSE,0,B4,72,0.8571428571428571 of 1,
pid56,student56,FALSE,0,B5,72,0.8571428571428571 of 1,
pid87,student87,FALSE,0,B8,73,0.8571428571428571 of 1,
pid204,student204,FALSE,0,B6,73,0.8571428571428571 of 1,
pid224,student224,FALSE,0,B7,73,0.8571428571428571 of 1,
pid92,student92,FALSE,0,B10,74,0.8571428571428571 of 1,
pid138,student138,FALSE,0,B9,74,0.8571428571428571 of 1,
pid44,student44,FALSE,0,B11,74,0.8571428571428571 of 1,
pid7,student7,FALSE,0,B13,75,0.8571428571428571 of 1,
pid107,student107,FALSE,0,B12,75,0.8571428571428571 of 1,
pid200,student200,FALSE,0,B14,75,0.8571428571428571 of 1,
pid46,student46,FALSE,0,B17,76,0.8571428571428571 of 1,
pid117,student117,FALSE,0,B15,76,0.8571428571428571 of 1,
pid196,student196,FALSE,0,B16,76,0.8571428571428571 of 1,
pid28,student28,FALSE,0,B19,77,0.8571428571428571 of 1,
pid35,student35,FALSE,0,B18,77,0.8571428571428571 of 1,
pid34,student34,FALSE,0,A2,78,1 of 1,
pid190,student190,FALSE,0,A1,78,1 of 1,
pid150,student150,FALSE,0,A3,78,1 of 1,
pid225,student225,FALSE,0,A5,79,1 of 1,
pid17,student17,FALSE,0,A4,79,1 of 1,
pid182,student182,FALSE,0,A6,79,1 of 1,
pid237,student237,FALSE,0,A8,80,1 of 1,
pid37,student37,FALSE,0,A9,80,1 of 1,
pid3,student3,FALSE,0,A7,80,1 of 1,
pid33,student33,FALSE,0,A11,81,1 of 1,
pid74,student74,FALSE,0,A10,81,1 of 1,
pid133,student133,FALSE,0,A12,81,1 of 1,
pid158,student158,FALSE,0,A15,82,1 of 1,
pid5,student5,FALSE,0,A13,82,1 of 1,
pid108,student108,FALSE,0,A14,82,1 of 1,
pid91,student91,FALSE,0,A17,83,1 of 1,
pid154,student154,FALSE,0,A16,83,1 of 1,
