PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
315166,25,False,2,10,2,0 of 2,f;l
276710,54,False,3,18,3,0 of 1,l
308482,78,False,3,21,4,0 of 1,b
542118,87,True,2,22,4,NULL,
575601,42,False,1,23,4,NULL,
41122,1,False,2,27,5,0 of 1,f
313291,0,False,2,29,5,NULL,
372111,61,False,1,30,6,0 of 1,a
749686,12,False,1,34,6,NULL,
473254,59,False,4,35,7,NULL,
18675,17,False,3,36,7,0 of 2,a;f
264427,93,False,4,44,8,0 of 1,f
888311,72,False,1,50,10,0 of 2,a;b
379529,92,False,1,52,10,0 of 1,l
199754,63,False,4,53,10,0 of 1,a
285115,13,False,3,54,10,0 of 1,l
286463,81,False,4,55,11,NULL,
453877,11,True,1,61,12,0 of 1,l
11133,49,False,1,62,12,0 of 2,l;f
661462,21,False,1,64,12,NULL,
368335,29,False,3,67,13,0 of 1,l
138130,19,False,2,71,14,0 of 1,b
138155,48,False,3,72,14,0 of 1,f
763523,50,False,2,77,15,NULL,
225211,2,False,2,81,16,0 of 1,f
281699,33,False,4,94,18,0 of 1,l
103939,22,False,4,95,19,NULL,
84213,97,False,2,100,20,0 of 2,l;f
598348,8,False,3,101,20,0 of 1,b
616520,44,False,1,109,21,NULL,
789649,18,False,1,111,22,0 of 2,a;f
724790,47,False,2,112,22,0 of 2,l;a
724922,64,False,4,113,22,0 of 2,b;f
828700,65,False,4,114,22,0 of 1,f
206405,39,False,2,117,23,NULL,
613286,28,False,4,118,23,0 of 1,a
519988,38,False,4,120,24,0 of 1,f
271476,83,False,3,123,24,0 of 1,l
458861,94,False,4,124,24,0 of 2,l;f
278491,95,False,2,125,25,0 of 1,b
175034,20,False,1,128,25,0 of 1,f
65418,75,False,1,129,25,0 of 2,b;l
613882,84,False,2,130,26,0 of 1,b
621136,58,False,1,131,26,0 of 1,l
917867,79,False,4,132,26,0 of 1,a
721782,7,False,2,134,26,0 of 2,f;a
410664,73,False,4,135,27,NULL,
797762,9,False,3,136,27,0 of 1,l
500968,34,False,3,137,27,0 of 2,b;l
912662,98,False,1,138,27,0 of 1,f
944952,31,False,2,140,28,0 of 2,a;l
370045,89,False,3,142,28,0 of 1,a
967291,88,False,3,145,29,0 of 2,f;l
721972,10,False,4,147,29,0 of 1,l
847476,56,False,3,150,30,0 of 1,a
566842,46,False,3,151,30,0 of 2,l;a
704861,43,True,3,153,30,NULL,
347660,86,False,3,155,31,0 of 1,a
929345,71,False,3,157,31,NULL,
550267,67,False,2,158,31,0 of 2,f;l
428013,74,True,3,160,32,0 of 2,f;l
441064,80,True,2,161,32,NULL,
643005,30,False,2,162,32,0 of 1,a
113174,62,False,3,164,32,0 of 2,l;b
819954,77,False,1,166,33,0 of 2,l;a
127088,96,False,4,167,33,0 of 2,f;b
897626,45,False,1,168,33,0 of 1,f
143197,85,False,3,169,33,0 of 1,a
346669,91,False,2,170,34,0 of 1,a
596513,35,False,2,171,34,0 of 2,a;f
220873,5,True,4,173,34,0 of 1,a
757213,14,False,2,174,34,0 of 2,b;l
101541,36,False,3,177,35,0 of 1,l
353717,52,False,2,178,35,0 of 1,f
259756,40,False,2,181,36,0 of 2,f;a
546068,24,False,3,184,36,0 of 1,a
300895,60,False,1,187,37,NULL,
550816,37,False,2,189,37,NULL,
116034,3,False,1,191,38,0 of 2,f;a
324079,15,False,3,196,39,0 of 2,l;a
338868,53,False,2,198,39,0 of 1,l
792490,23,False,1,200,40,0 of 1,a
737511,90,False,3,201,40,0 of 1,l
190188,76,False,3,202,40,0 of 1,f
255582,70,False,4,203,40,0 of 1,b
128209,57,False,1,208,41,0 of 1,b
423124,41,False,3,209,41,NULL,
469732,99,True,4,210,42,0 of 1,l
386832,27,False,3,211,42,0 of 2,b;l
561912,66,False,4,212,42,0 of 1,a
669506,32,False,2,214,42,0 of 1,b
256622,55,False,4,215,43,0 of 2,l;a
107816,26,False,4,217,43,0 of 2,a;f
201194,16,False,2,218,43,0 of 1,l
110569,6,False,2,226,45,NULL,
510166,68,False,2,228,45,0 of 1,b
842068,69,False,3,229,45,NULL,
216142,51,False,4,01,46,0 of 1,l
224213,82,False,3,06,46,0 of 2,f;a
913784,4,False,3,07,46,0 of 1,l
