PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
361563,44,False,3,00,0,NULL,
997534,14,False,4,01,0,0 of 2,l;a
182304,9,False,2,02,0,NULL,
639930,88,False,4,03,0,0 of 2,l;b
75190,51,False,4,04,1,0 of 2,f;l
633699,37,False,1,05,1,0 of 2,l;b
411368,99,False,2,06,1,0 of 1,l
185218,7,False,4,07,1,0 of 1,b
972993,78,False,1,08,2,NULL,
807515,30,False,2,09,2,NULL,
231194,52,False,4,10,2,NULL,
585536,74,False,2,11,2,0 of 1,l
879928,47,False,4,12,3,0 of 2,l;a
923574,5,False,3,13,3,NULL,
50382,65,False,2,14,3,0 of 2,b;a
417485,71,True,1,15,3,NULL,
130336,68,False,4,16,4,0 of 1,b
643093,91,False,3,17,4,NULL,
632436,49,False,3,18,4,0 of 2,a;b
744050,31,False,4,19,4,0 of 1,a
371301,69,False,2,20,5,0 of 2,b;a
665614,96,True,1,21,5,0 of 1,f
207612,23,False,3,22,5,NULL,
672395,39,False,3,23,5,NULL,
585475,84,False,2,24,6,0 of 1,b
832879,81,False,2,25,6,NULL,
271294,6,False,4,26,6,0 of 1,a
288604,77,False,4,27,6,NULL,
297147,11,False,3,28,7,NULL,
563182,36,True,3,29,7,0 of 2,b;l
576870,22,False,1,30,7,NULL,
426055,43,False,1,31,7,0 of 1,b
566362,34,False,1,32,8,NULL,
271466,80,False,4,33,8,0 of 2,f;b
405731,46,False,2,34,8,0 of 1,l
195948,73,False,3,35,8,NULL,
510702,13,False,1,36,9,0 of 2,b;f
865578,64,True,1,37,9,0 of 2,a;b
356372,33,False,2,38,9,0 of 1,b
750491,0,True,4,39,9,0 of 1,l
880390,35,False,4,40,10,0 of 1,l
670809,28,False,3,41,10,0 of 1,f
755956,86,False,1,42,10,NULL,
839507,45,True,4,43,10,NULL,
32874,24,False,2,44,11,NULL,
908073,59,True,4,45,11,NULL,
945112,79,False,3,46,11,0 of 1,b
127620,95,False,1,47,11,0 of 1,b
25775,83,False,1,48,12,NULL,
591319,3,False,1,49,12,0 of 2,l;a
241843,72,True,1,50,12,0 of 1,a
126101,92,False,1,51,12,0 of 2,l;f
493552,54,True,3,52,13,0 of 1,l
791319,32,False,1,53,13,0 of 2,b;l
349578,53,True,2,54,13,0 of 1,a
163980,38,False,2,55,13,0 of 1,b
815802,48,False,2,56,14,NULL,
912314,94,False,3,57,14,0 of 1,f
828141,82,False,1,58,14,0 of 1,b
928694,61,True,2,59,14,0 of 2,a;b
858687,17,False,2,60,15,NULL,
600789,8,False,3,61,15,NULL,
121833,98,False,2,62,15,NULL,
18221,16,False,4,63,15,0 of 1,a
943019,90,False,2,64,16,NULL,
601261,10,False,2,65,16,0 of 1,a
783718,93,False,4,66,16,NULL,
123172,18,False,4,67,16,0 of 2,f;l
177749,50,False,3,68,17,NULL,
174099,67,False,1,69,17,NULL,
307986,25,False,2,70,17,0 of 1,a
709445,4,False,1,71,17,NULL,
99099,12,False,4,72,18,0 of 1,b
58780,89,False,3,73,18,0 of 1,l
974756,42,True,1,74,18,NULL,
596054,26,False,2,75,18,NULL,
783928,20,False,1,76,19,NULL,
394849,62,False,4,77,19,0 of 1,f
128983,40,False,4,78,19,0 of 1,f
103031,66,False,3,79,19,0 of 1,l
461173,41,False,1,80,20,0 of 2,l;a
804130,29,False,3,81,20,NULL,
813616,60,False,4,82,20,0 of 1,f
933787,1,False,1,83,20,NULL,
591957,55,False,1,84,21,0 of 1,f
657034,75,False,2,85,21,0 of 2,l;f
3490,76,False,4,86,21,NULL,
977090,2,False,4,87,21,0 of 1,b
9039,97,False,2,88,22,0 of 2,a;f
993712,21,False,1,89,22,NULL,
315584,58,False,4,90,22,0 of 1,f
2828,27,False,3,91,22,NULL,
201733,57,False,2,92,23,0 of 1,a
257213,15,False,2,93,23,0 of 1,l
346099,85,False,4,94,23,0 of 2,a;f
634820,19,False,2,95,23,0 of 1,l
128968,87,False,3,96,24,0 of 2,a;l
911352,63,False,1,97,24,NULL,
823262,56,False,3,98,24,0 of 1,b
535646,70,False,3,99,24,NULL,
