PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
356372,33,False,2,00,0,0 of 1,b
174099,67,False,1,01,0,NULL,
231194,52,False,4,02,0,NULL,
123172,18,False,4,03,0,0 of 2,f;l
9039,97,False,2,04,1,0 of 2,a;f
977090,2,False,4,05,1,0 of 1,b
839507,45,True,4,06,1,NULL,
880390,35,False,4,07,1,0 of 1,l
601261,10,False,2,08,2,0 of 1,a
912314,94,False,3,09,2,0 of 1,f
417485,71,True,1,10,2,NULL,
823262,56,False,3,11,2,0 of 1,b
288604,77,False,4,12,3,NULL,
928694,61,True,2,13,3,0 of 2,a;b
177749,50,False,3,14,3,NULL,
346099,85,False,4,15,3,0 of 2,a;f
993712,21,False,1,16,4,NULL,
634820,19,False,2,17,4,0 of 1,l
639930,88,False,4,18,4,0 of 2,l;b
755956,86,False,1,19,4,NULL,
908073,59,True,4,20,5,NULL,
50382,65,False,2,21,5,0 of 2,b;a
207612,23,False,3,22,5,NULL,
99099,12,False,4,23,5,0 of 1,b
672395,39,False,3,24,6,NULL,
32874,24,False,2,25,6,NULL,
632436,49,False,3,26,6,0 of 2,a;b
596054,26,False,2,27,6,NULL,
75190,51,False,4,28,7,0 of 2,f;l
972993,78,False,1,29,7,NULL,
633699,37,False,1,30,7,0 of 2,l;b
923574,5,False,3,31,7,NULL,
943019,90,False,2,32,8,NULL,
670809,28,False,3,33,8,0 of 1,f
18221,16,False,4,34,8,0 of 1,a
783718,93,False,4,35,8,NULL,
128968,87,False,3,36,9,0 of 2,a;l
744050,31,False,4,37,9,0 of 1,a
813616,60,False,4,38,9,0 of 1,f
750491,0,True,4,39,9,0 of 1,l
945112,79,False,3,40,10,0 of 1,b
349578,53,True,2,41,10,0 of 1,a
271466,80,False,4,42,10,0 of 2,f;b
807515,30,False,2,43,10,NULL,
591957,55,False,1,44,11,0 of 1,f
709445,4,False,1,45,11,NULL,
832879,81,False,2,46,11,NULL,
783928,20,False,1,47,11,NULL,
657034,75,False,2,48,12,0 of 2,l;f
127620,95,False,1,49,12,0 of 1,b
2828,27,False,3,50,12,NULL,
394849,62,False,4,51,12,0 of 1,f
128983,40,False,4,52,13,0 of 1,f
201733,57,False,2,53,13,0 of 1,a
315584,58,False,4,54,13,0 of 1,f
665614,96,True,1,55,13,0 of 1,f
804130,29,False,3,56,14,NULL,
361563,44,False,3,57,14,NULL,
600789,8,False,3,58,14,NULL,
257213,15,False,2,59,14,0 of 1,l
195948,73,False,3,60,15,NULL,
241843,72,True,1,61,15,0 of 1,a
371301,69,False,2,62,15,0 of 2,b;a
411368,99,False,2,63,15,0 of 1,l
426055,43,False,1,64,16,0 of 1,b
815802,48,False,2,65,16,NULL,
163980,38,False,2,66,16,0 of 1,b
121833,98,False,2,67,16,NULL,
185218,7,False,4,68,17,0 of 1,b
493552,54,True,3,69,17,0 of 1,l
405731,46,False,2,70,17,0 of 1,l
566362,34,False,1,71,17,NULL,
25775,83,False,1,72,18,NULL,
865578,64,True,1,73,18,0 of 2,a;b
271294,6,False,4,74,18,0 of 1,a
911352,63,False,1,75,18,NULL,
130336,68,False,4,76,19,0 of 1,b
791319,32,False,1,77,19,0 of 2,b;l
307986,25,False,2,78,19,0 of 1,a
974756,42,True,1,79,19,NULL,
591319,3,False,1,80,20,0 of 2,l;a
563182,36,True,3,81,20,0 of 2,b;l
933787,1,False,1,82,20,NULL,
858687,17,False,2,83,20,NULL,
576870,22,False,1,84,21,NULL,
997534,14,False,4,85,21,0 of 2,l;a
461173,41,False,1,86,21,0 of 2,l;a
643093,91,False,3,87,21,NULL,
535646,70,False,3,88,22,NULL,
103031,66,False,3,89,22,0 of 1,l
126101,92,False,1,90,22,0 of 2,l;f
3490,76,False,4,91,22,NULL,
585475,84,False,2,92,23,0 of 1,b
828141,82,False,1,93,23,0 of 1,b
585536,74,False,2,94,23,0 of 1,l
879928,47,False,4,95,23,0 of 2,l;a
182304,9,False,2,96,24,NULL,
58780,89,False,3,97,24,0 of 1,l
297147,11,False,3,98,24,NULL,
510702,13,False,1,99,24,0 of 2,b;f
