PID,StudentName,VIP,Score,CID,TeamID,Priority Score,Unsatisfied Preferences
58780,89,False,3,00,0,0 of 1,l
163980,38,False,2,01,0,0 of 1,b
928694,61,True,2,02,0,0 of 2,a;b
257213,15,False,2,03,0,0 of 1,l
911352,63,False,1,04,1,NULL,
201733,57,False,2,05,1,0 of 1,a
271466,80,False,4,06,1,0 of 2,f;b
174099,67,False,1,07,1,NULL,
9039,97,False,2,08,2,0 of 2,a;f
709445,4,False,1,09,2,NULL,
601261,10,False,2,10,2,0 of 1,a
972993,78,False,1,11,2,NULL,
813616,60,False,4,12,3,0 of 1,f
858687,17,False,2,13,3,NULL,
596054,26,False,2,14,3,NULL,
744050,31,False,4,15,3,0 of 1,a
128968,87,False,3,16,4,0 of 2,a;l
349578,53,True,2,17,4,0 of 1,a
832879,81,False,2,18,4,NULL,
670809,28,False,3,19,4,0 of 1,f
672395,39,False,3,20,5,NULL,
974756,42,True,1,21,5,NULL,
185218,7,False,4,22,5,0 of 1,b
643093,91,False,3,23,5,NULL,
839507,45,True,4,24,6,NULL,
493552,54,True,3,25,6,0 of 1,l
18221,16,False,4,26,6,0 of 1,a
356372,33,False,2,27,6,0 of 1,b
783928,20,False,1,28,7,NULL,
271294,6,False,4,29,7,0 of 1,a
288604,77,False,4,30,7,NULL,
25775,83,False,1,31,7,NULL,
297147,11,False,3,32,8,NULL,
912314,94,False,3,33,8,0 of 1,f
600789,8,False,3,34,8,NULL,
99099,12,False,4,35,8,0 of 1,b
908073,59,True,4,36,9,NULL,
50382,65,False,2,37,9,0 of 2,b;a
182304,9,False,2,38,9,NULL,
177749,50,False,3,39,9,NULL,
997534,14,False,4,40,10,0 of 2,l;a
639930,88,False,4,41,10,0 of 2,l;b
755956,86,False,1,42,10,NULL,
576870,22,False,1,43,10,NULL,
828141,82,False,1,44,11,0 of 1,b
993712,21,False,1,45,11,NULL,
128983,40,False,4,46,11,0 of 1,f
563182,36,True,3,47,11,0 of 2,b;l
591319,3,False,1,48,12,0 of 2,l;a
923574,5,False,3,49,12,NULL,
783718,93,False,4,50,12,NULL,
121833,98,False,2,51,12,NULL,
879928,47,False,4,52,13,0 of 2,l;a
417485,71,True,1,53,13,NULL,
3490,76,False,4,54,13,NULL,
815802,48,False,2,55,13,NULL,
195948,73,False,3,56,14,NULL,
977090,2,False,4,57,14,0 of 1,b
361563,44,False,3,58,14,NULL,
591957,55,False,1,59,14,0 of 1,f
315584,58,False,4,60,15,0 of 1,f
2828,27,False,3,61,15,NULL,
411368,99,False,2,62,15,0 of 1,l
75190,51,False,4,63,15,0 of 2,f;l
103031,66,False,3,64,16,0 of 1,l
307986,25,False,2,65,16,0 of 1,a
807515,30,False,2,66,16,NULL,
791319,32,False,1,67,16,0 of 2,b;l
945112,79,False,3,68,17,0 of 1,b
633699,37,False,1,69,17,0 of 2,l;b
880390,35,False,4,70,17,0 of 1,l
634820,19,False,2,71,17,0 of 1,l
865578,64,True,1,72,18,0 of 2,a;b
207612,23,False,3,73,18,NULL,
126101,92,False,1,74,18,0 of 2,l;f
632436,49,False,3,75,18,0 of 2,a;b
943019,90,False,2,76,19,NULL,
585475,84,False,2,77,19,0 of 1,b
231194,52,False,4,78,19,NULL,
461173,41,False,1,79,19,0 of 2,l;a
750491,0,True,4,80,20,0 of 1,l
665614,96,True,1,81,20,0 of 1,f
394849,62,False,4,82,20,0 of 1,f
32874,24,False,2,83,20,NULL,
585536,74,False,2,84,21,0 of 1,l
426055,43,False,1,85,21,0 of 1,b
130336,68,False,4,86,21,0 of 1,b
241843,72,True,1,87,21,0 of 1,a
123172,18,False,4,88,22,0 of 2,f;l
371301,69,False,2,89,22,0 of 2,b;a
535646,70,False,3,90,22,NULL,
346099,85,False,4,91,22,0 of 2,a;f
933787,1,False,1,92,23,NULL,
823262,56,False,3,93,23,0 of 1,b
405731,46,False,2,94,23,0 of 1,l
127620,95,False,1,95,23,0 of 1,b
566362,34,False,1,96,24,NULL,
510702,13,False,1,97,24,0 of 2,b;f
657034,75,False,2,98,24,0 of 2,l;f
804130,29,False,3,99,24,NULL,
